show_id,type,title,director,main_actor,country,date_added,release_year,rating,duration,genre,description
6929,Movie,Harold & Kumar Go to White Castle,Danny Leiner,John Cho,"United States, Canada, Germany","January 1, 2020",2004,R,88 min,Comedies,Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.
6930,Movie,Harold and Lillian: A Hollywood Love Story,Daniel Raim,Harold Michelson,United States,"November 25, 2018",2015,TV-14,95 min,Documentaries,"Storyboard artist Harold Michelson and his film researcher wife, Lillian, recall the influence they had on 60 years of Hollywood's biggest hits."
6931,TV Show,Harold Shipman - Driven to Kill,Unspecified,Harold Shipman,United Kingdom,"February 1, 2019",2014,TV-14,1 Season,British TV Shows,"Interviews and dramatic reconstructions illuminate the twisted motivations and brazen crimes of serial killer and respected physician, Harold Shipman."
6932,Movie,Harriet the Spy: Blog Wars,Ron Oliver,Jennifer Stone,"United States, Canada","April 15, 2018",2010,TV-G,87 min,Children & Family Movies,Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.
6933,TV Show,Harry & Bunnie,Ah Loong,Unknown,Malaysia,"October 15, 2017",2017,TV-Y7,1 Season,Kids' TV,A young wannabe magician and his mischievous stage rabbit battle and sabotage each other while putting on shows.
6934,Movie,Harry and Snowman,Ron Davis,Harry DeLeyer,United States,"January 15, 2017",2015,TV-PG,83 min,Documentaries,"With only a strong will and a cheap horse, a former agent of the Dutch underground in World War II sets out to become a champion show jumper."
6935,Movie,Harry Benson: Shoot First,Justin Bare,Harry Benson,United States,"May 1, 2017",2016,NR,90 min,Documentaries,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities."
6936,TV Show,Hart of Dixie,Unspecified,Rachel Bilson,United States," December 15, 2015",2014,TV-PG,4 Seasons,TV Comedies,Fast-talking city girl Zoe Hart winds up patching up the locals of a tiny town in the Deep South when she inherits a medical practice in Alabama.
6937,Movie,Haseena Maan Jaayegi,David Dhawan,Sanjay Dutt,India,"March 1, 2018",1999,TV-PG,151 min,Action & Adventure,"A millionaire opens the door to comic complications when he punishes his spoiled sons for trying to make money through shady, get-rich-quick schemes."
6938,TV Show,Hati Perempuan,Unspecified,Saharul Ridzwan,Indonesia,"August 21, 2017",2015,TV-14,1 Season,International TV Shows,Sparks of both passion and contempt fly when a self-sufficient architect is forced to work with a snobbish industrialist.
6939,Movie,Haunters: The Art of the Scare,Jon Schnitzer,Unknown,United States,"January 2, 2018",2017,TV-MA,89 min,Documentaries,"This documentary takes us into the world of those who create horror simulations for willing audiences, and examines the culture they have spawned."
6940,Movie,Haunting on Fraternity Row,Brant Sersen,Jacob Artist,United States,"March 1, 2019",2018,TV-MA,99 min,Horror Movies,"When a fraternity's last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history."
6941,Movie,Have You Seen the Listers?,Eddie Martin,Anthony Lister,Australia,"February 1, 2019",2017,TV-MA,86 min,Documentaries,This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.
6942,TV Show,Haven,Unspecified,Emily Rose,"Canada, United States"," September 8, 2015",2015,TV-14,5 Seasons,Classic & Cult TV,"Residents of Haven, Maine, are plagued by supernatural afflictions. To reveal the truth, FBI agent Audrey Parker must delve into her own strange past."
6943,Movie,Havenhurst,Andrew C. Erin,Julie Benz,United States,"June 10, 2017",2016,TV-MA,85 min,Horror Movies,"An alcoholic with a tragic past rents an apartment in a building for those in recovery, but soon learns the truth about residents who get ""evicted."""
6944,Movie,Haywire,Steven Soderbergh,Gina Carano,"Ireland, United States","March 1, 2020",2011,R,93 min,Action & Adventure,A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.
6945,Movie,He Named Me Malala,Davis Guggenheim,Malala Yousafzai,"United States, United Arab Emirates","June 1, 2018",2015,PG-13,89 min,Documentaries,"This documentary tells the story of a teenage Pakistani girl shot for her advocacy of women's education, her survival, and her continued efforts."
6946,Movie,He's Out There,Quinn Lasher,Yvonne Strahovski,United States,"January 12, 2019",2018,R,89 min,Horror Movies,"While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath."
6947,Movie,Head Count,Elle Callahan,Isaac Jay,United States,"September 13, 2019",2018,TV-MA,90 min,Horror Movies,A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.
6948,Movie,Head On,Ana Kokkinos,Alex Dimitriades,Australia,"August 25, 2018",1998,TV-MA,104 min,Dramas,"This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey."
6949,Movie,Heal,Kelly Noonan,Kelly Noonan,United States,"February 1, 2019",2017,TV-14,107 min,Documentaries,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health."
6950,Movie,Heartbreakers,David Mirkin,Sigourney Weaver,United States,"December 31, 2019",2001,PG-13,124 min,Comedies,"In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it."
6951,Movie,Heartthrob,Chris Sivertson,Aubrey Peeples,United States,"January 1, 2018",2017,TV-MA,87 min,Thrillers,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones."
6952,TV Show,Heavy Rescue: 401,Unspecified,Dave Pettitt,Canada,"June 22, 2018",2018,TV-MA,2 Seasons,International TV Shows,"In the harshest weather, rookie and veteran heavy recovery operators fight to keep southern Ontario's busy, treacherous highways clear and safe."
6953,Movie,Hedgehogs,Huang Jianming,Anthony Padilla,"United States, China","April 1, 2019",2016,PG,94 min,Children & Family Movies,"When a hedgehog suffering from memory loss forgets his identity, he ends up on a big city journey with a pigeon to save his habitat from a human threat."
6954,TV Show,Helix,Unspecified,Billy Campbell,"United States, Canada","November 10, 2018",2015,TV-MA,1 Season,TV Horror,"While investigating a possible outbreak at an Arctic research facility, scientists discover a new virus that could wipe out every human on the planet."
6955,Movie,Hell and Back,Tom Gianas,Nick Swardson,United States,"September 6, 2018",2015,R,86 min,Action & Adventure,"When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld."
6956,TV Show,Hell on Wheels,Unspecified,Anson Mount,"Canada, United Kingdom"," May 28, 2016",2016,TV-14,5 Seasons,Crime TV Shows,Former Confederate soldier Cullen Bohannon sets out on a quest to find his wife's killer as post-Civil War America struggles to rebuild its identity.
6957,Movie,Hell or High Water,David Mackenzie,Jeff Bridges,United States,"January 1, 2019",2016,R,102 min,Dramas,"In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit."
6958,Movie,Hellboy,Guillermo del Toro,Ron Perlman,United States,"December 1, 2018",2004,PG-13,122 min,Action & Adventure,"This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world."
6959,Movie,Her,Spike Jonze,Joaquin Phoenix,United States,"July 29, 2018",2013,R,126 min,Dramas,Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.
6960,Movie,Her Only Choice,Christel Gibson,Denise Boutte,United States,"May 2, 2019",2018,TV-14,87 min,Dramas,A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer.
6961,Movie,Hera Pheri,Prakash Mehra,Amitabh Bachchan,India,"December 31, 2019",1976,TV-14,156 min,Action & Adventure,The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.
6962,Movie,Here Alone,Rod Blackhurst,Lucy Walters,United States,"July 1, 2017",2016,TV-MA,97 min,Horror Movies,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions."
6963,Movie,Hero,Corey Yuen,Takeshi Kaneshiro,"Hong Kong, China","August 1, 2018",1997,TV-MA,89 min,Action & Adventure,"A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine."
6964,TV Show,Herrens veje,Unspecified,Lars Mikkelsen,Denmark,"June 1, 2019",2018,TV-MA,2 Seasons,International TV Shows,A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch.
6965,Movie,Hickok,Timothy Woodward Jr.,Luke Hemsworth,United States,"July 24, 2020",2017,TV-MA,88 min,Action & Adventure,"While serving as the marshal of rowdy Abilene, Kansas, ""Wild Bill"" Hickok uses guns and gall to tidy up the lawless frontier town."
6966,TV Show,Hidden Singer,Unspecified,Hyun-moo Jun,South Korea,"May 19, 2017",2015,TV-Y7,1 Season,International TV Shows,Pop stars and impersonators face off to be the last one standing as the audience tries to determine the real singer by listening to their voices only.
6967,Movie,Hide & Seek,Shawn Arranha,Purab Kohli,India,"March 1, 2018",2010,TV-14,96 min,Horror Movies,"Years after an accident at a wild Christmas party traumatized them all, six former friends find themselves trapped in a shopping mall and forced by a killer disguised as Santa Claus to play a lethal game of hide-and-seek."
6968,Movie,Hide and Seek,Liu Jie,Wallace Huo,China,"August 19, 2017",2016,TV-14,104 min,International Movies,"While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime."
6969,Movie,Highly Strung,Scott Hicks,Unknown,Australia,"February 1, 2017",2015,TV-14,80 min,Documentaries,"Fiery passions take center stage in this intimate look at the Australian String Quartet and, perhaps more vital, the priceless instruments they guard."
6970,TV Show,Highway Thru Hell,Unspecified,Dave Pettitt,Canada," December 3, 2019",2016,TV-PG,3 Seasons,Reality TV,"On the hazardous highways of Canada's interior, heavy vehicle towing companies experience hardship and triumph rescuing wrecked and stranded trucks."
6971,TV Show,Highway to Heaven,Unspecified,Michael Landon,United States," November 1, 2016",1988,TV-PG,5 Seasons,TV Dramas,"Under God's direction, angel Jonathan and ex-cop Mark help troubled souls overcome adversity and embrace honesty, kindness and forgiveness."
6972,TV Show,Hinterland,Unspecified,Richard Harrington,United Kingdom,"August 1, 2017",2016,TV-14,3 Seasons,British TV Shows,"Forsaking London for the rustic landscapes of Wales, a police detective with a troubled soul finds himself in a place with secrets as dark as his own."
6973,Movie,Hiroshima: The Real History,Lucy van Beek,John Sessions,United Kingdom,"March 31, 2017",2015,TV-PG,95 min,Documentaries,This detailed examination of the 1945 Hiroshima bombing includes the prelude to and aftermath of history's controversial first use of atomic weapons.
6974,Movie,Hisss,Jennifer Lynch,Mallika Sherawat,"India, United States","December 1, 2017",2010,TV-MA,97 min,Horror Movies,"In a plot to bait the snake-goddess Nagin for her immortality-granting essence, George States journeys to India and abducts her reptilian lover."
6975,TV Show,Historia de un clan,Unspecified,Alejandro Awada,Argentina,"January 13, 2017",2015,TV-MA,1 Season,Crime TV Shows,"This drama based on a true story follows the Puccios, a criminal family who kidnaps wealthy people and holds them hostage in their home."
6976,Movie,History of Joy,Vishnu Govindhan,Vishnu Vinay,India,"August 1, 2018",2017,TV-14,118 min,Dramas,The life of a high-flying law student takes a drastic turn when a bout of misfortune changes his status in society for good.
6977,TV Show,History's Greatest Hoaxes,Unspecified,Unknown,Australia,"July 12, 2019",2016,TV-PG,1 Season,British TV Shows,"Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history."
6978,Movie,Hitch,Andy Tennant,Will Smith,United States,"January 1, 2020",2005,PG-13,118 min,Comedies,"Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business."
6979,Movie,Hitler's Olympics,Daniel Kontur,Unknown,United Kingdom,"August 1, 2016",2016,TV-PG,44 min,Documentaries,"Hitler, Nazi propaganda and 1936 Berlin Olympics are put under the microscope to uncover hidden truths and the historical legacy of those games."
6980,Movie,Hitler's Steel Beast,Daniel Ablin,Unknown,France,"November 1, 2017",2017,TV-14,54 min,Documentaries,"Trace the history of Hitler's armored private train, a 15-car mobile headquarters boasting state-of-the-art communications and anti-aircraft cannons."
6981,Movie,Ho Mann Jahaan,Asim Raza,Adeel Hussain,Pakistan,"July 1, 2017",2015,TV-PG,170 min,Dramas,"Three friends in modern-day Karachi navigate their post-college lives, while struggling to balance their passion for music with familial obligations."
6982,TV Show,Hogie the Globehopper,Unspecified,Mae Elliessa,United States,"August 1, 2017",2016,TV-Y,1 Season,Kids' TV,"Hogie and his friends travel the world, exploring far-flung locales like Buenos Aires, Cairo, Hawaii and the Galapagos Islands."
6983,Movie,Hokkabaz,Ali Taner Baltacı,Cem Yılmaz,Turkey,"March 10, 2017",2006,TV-MA,118 min,Comedies,"Trying to resurrect his career, not-so-talented magician Iskender goes on tour, but things get iffy when one of his illusions works a little too well."
6984,Movie,Holding the Man,Neil Armfield,Ryan Corr,Australia,"August 1, 2016",2015,TV-MA,128 min,Dramas,"In 1970s Australia, two teen boys fall in love with each other and defeat obstacles to their 15-year relationship, until a new crisis comes their way."
6985,Movie,Holidays,Anthony Scott Burns,Madeleine Coghlan,"United States, Ireland","July 15, 2016",2016,TV-MA,106 min,Comedies,"Eight gleefully grim short tales set on Halloween, Mother's Day, St. Patrick's Day and other holidays comprise this chilling horror anthology."
6986,Movie,Holy Hell,Will Allen,Unknown,United States,"September 1, 2016",2016,NR,103 min,Documentaries,An ex-member charts his path from idealism to disenchantment in a California cult when alarming revelations about the group's leader come to light.
6987,Movie,Holy Man 2,Note Chern-Yim,Apisit Opasaimlikit,Thailand,"July 30, 2018",2008,TV-14,92 min,Comedies,"Former rap musician Joey Boy is now a monk who takes Father Teng's place at his rural temple, where a crisis develops involving a nearby stone quarry."
6988,Movie,Holy Man 3,Note Chern-Yim,Krissada Sukosol,Thailand,"July 30, 2018",2010,TV-MA,102 min,Comedies,"Two new monks, one of them a former rock music star seeking inner peace, join a temple plagued by thieves who are stealing its valuable holy relics."
6989,Movie,Hombanna,Rakshith Thirthahalli,Subbu Talabi,India,"May 1, 2018",2017,TV-14,126 min,Dramas,"In the forests of Karnataka, a farmer and his community face eviction from the land when they get caught in the currents of socio-political change."
6990,Movie,Homeland,Anindya Chatterjee,Parambrata Chatterjee,United States,"October 15, 2019",2019,TV-PG,73 min,Dramas,"Determined to trace her ancestral history, an Armenian woman travels to a French village, where she befriends a kind man and, better yet, finds herself."
6991,Movie,Honey 2,Bille Woodruff,Kat Graham,United States,"October 1, 2019",2011,PG-13,111 min,Dramas,"Determined to prove herself as a street dancer, Maria heads from juvie to a Bronx rec center where she's introduced to her dance idol, Honey Daniels."
6992,Movie,Honey: Rise Up and Dance,Bille Woodruff,Teyana Taylor,United States,"April 3, 2018",2018,PG-13,100 min,Dramas,"Despite discouragement from her loved ones, a talented street dancer tries out for an exclusive dance crew in a bid to win a college scholarship."
6993,Movie,Hoodwinked Too! Hood vs. Evil,Mike Disa,Hayden Panettiere,United States,"November 3, 2018",2011,PG,86 min,Children & Family Movies,"Fresh off a top-secret training, feisty heroine Little Red teams up with intrepid reporter Wolf to investigate the disappearance of Hansel and Gretel."
6994,Movie,Hope Aur Hum,Sudip Bandyopadhyay,Naseeruddin Shah,India,"September 1, 2018",2018,TV-14,95 min,Children & Family Movies,"A multigenerational household navigates daily life, evolving relationships and clashes between old and new mindsets in this light family drama."
6995,Movie,Hope Springs Eternal,Jack C. Newell,Mia Rose Frampton,United States,"November 8, 2018",2018,PG,79 min,Dramas,"When a teen with terminal cancer miraculously finds herself in remission, she struggles to give up the attention her illness gave her at school."
6996,Movie,Hope: One in a Billion,Brodje Wemboendja,Gift Ngoepe,"United States, South Africa","December 15, 2019",2017,TV-14,81 min,Documentaries,"The remarkable true story of Gift Ngoepe, the first African to play for Major League Baseball, is recounted in this inspiring documentary."
6997,TV Show,Hormones,Unspecified,Pachara Chirathivat,Thailand,"June 30, 2018",2015,TV-MA,3 Seasons,International TV Shows,"High school students in Bangkok wrestle with issues such as sex, teen pregnancy, drugs, school violence, family turmoil and more in this Thai drama."
6998,Movie,Horns,Alexandre Aja,Daniel Radcliffe,"United States, Canada","August 1, 2019",2013,R,120 min,Dramas,"Accused of murder, Ig Perish wakes up one day to find he's grown a set of horns – compelling people to confess their sins to him."
6999,TV Show,Horror Homes,Unspecified,Jill Halfpenny,United Kingdom,"October 2, 2019",2016,TV-14,1 Season,British TV Shows,"Dream homes turn into property nightmares when mold, maggots, natural disasters and other inconveniences move in."
7000,Movie,Horror Story,Ayush Raina,Karan Kundra,India,"April 12, 2019",2013,TV-14,85 min,Horror Movies,"On a dare, seven college friends spend a night at an abandoned hotel rumored to be haunted and find themselves trapped in a nightmare."
7001,Movie,Hostage to the Devil,Marty Stalker,Unknown,"Ireland, United Kingdom, Italy, United States","January 15, 2017",2016,TV-14,96 min,Documentaries,"Follow the eerie story of Father Malachi Martin, a disenchanted priest whose belief in demonic possession would lead him to conduct several exorcisms."
7002,Movie,Hostages,Federico Lemos,Unknown,United States,"January 29, 2018",2017,TV-PG,91 min,Documentaries,"Witnesses recount the shocking 1996 hostage crisis in Lima, Peru, where rebels held scores of high-level figures captive at an ambassador's residence."
7003,Movie,Hostiles,Scott Cooper,Christian Bale,United States,"August 15, 2018",2017,R,134 min,Dramas,"After a long career battling the Cheyenne, a U.S. Army captain is ordered to safely escort the tribe's most influential chief to his Montana homeland."
7004,Movie,Hot Bot,Michael Polish,Cynthia Kirchner,United States,"March 1, 2016",2016,NR,93 min,Comedies,"Two teenage geeks inadvertently find a lifelike, state-of-the-art sex robot, but must dodge the high-profile owner who lost her in order to keep her."
7005,Movie,Hot Property,Max McGill,MyAnna Buring,United Kingdom,"August 13, 2017",2016,TV-MA,82 min,Comedies,"When a resourceful but flighty Londoner is threatened with eviction, she vows to do whatever it takes to defeat a greedy real estate agent."
7006,Movie,Hot Rod,Akiva Schaffer,Andy Samberg,United States,"November 20, 2019",2007,PG-13,88 min,Comedies,Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.
7007,TV Show,Hotel Beau Séjour,Unspecified,Lynn Van Royen,Belgium,"March 16, 2017",2017,TV-14,1 Season,Crime TV Shows,"Caught in an afterlife limbo, teenage Kato investigates her own mysterious death and unravels a web of secrets in her seemingly tranquil village."
7008,Movie,Hotel Pacific,Janusz Majewski,Marek Kondrat,"Poland,","October 1, 2019",1975,TV-MA,96 min,Classic Movies,A motivated teen strives to rise from dishwasher to waiter at a luxury hotel only to tread in the abusive tide of its workplace hierarchy.
7009,Movie,Hotel Transylvania 3: Summer Vacation,Genndy Tartakovsky,Adam Sandler,United States,"January 24, 2019",2018,PG,97 min,Children & Family Movies,"It's love at first sight for Dracula when he meets Ericka, the charming but mysterious captain of the monster cruise that Mavis plans for the family."
7010,Movie,House at the End of the Street,Mark Tonderai,Gil Bellows,"United States, Canada","May 8, 2020",2012,PG-13,101 min,Horror Movies,Moving to a new town proves even more stressful for a teenager when she learns that the house next door was the site of a double murder.
7011,Movie,House of Z,Sandy Chronopoulos,Zac Posen,"United States, Canada","January 6, 2018",2016,TV-14,88 min,Documentaries,"Featuring archival footage and exclusive interviews, this documentary looks at the rise, fall and comeback of charismatic fashion designer Zac Posen."
7012,Movie,"Houston, We Have a Problem!",Ziga Virc,Slavoj Zizek,"Slovenia, Croatia, Germany, Czech Republic, Qatar","July 20, 2017",2016,TV-14,84 min,Comedies,"Blending fact with myth, this conspiracy-minded docufiction argues that the U.S. purchased Yugoslavia's secret space program in the 1960s."
7013,Movie,How the Beatles Changed the World,Tom O'Dell,George Harrison,"United States, United Kingdom","February 1, 2018",2017,TV-PG,110 min,Documentaries,Interviews and rare archival footage illuminate how the Beatles' influence over music and culture continues to be felt around the world.
7014,Movie,How the Grinch Stole Christmas,Ron Howard,Jim Carrey,United States,"June 1, 2017",2000,PG,105 min,Children & Family Movies,The Grinch decides to rob Whoville of Christmas – but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart.
7015,Movie,How to Be a Latin Lover,Ken Marino,Eugenio Derbez,"Mexico, United States","November 1, 2019",2017,PG-13,116 min,Comedies,"When an aging Lothario gets the boot from his sugar mama, he must pull out all the stops to find a new female sponsor."
7016,Movie,How to Be a Player,Lionel C. Martin,Bill Bellamy,United States,"November 1, 2019",1997,R,94 min,Comedies,"Dray lives life one woman at a time and is the envy of all his friends, until his sister decides to show him the error of his philandering ways."
7017,Movie,How to Change the World,Jerry Rothwell,Unknown,"Canada, United Kingdom, Netherlands","January 1, 2016",2015,NR,110 min,Documentaries,"In the 1970s, a group of activists who gathered to protest nuclear testing formed the iconic Greenpeace environmental organization."
7018,TV Show,How to Live Mortgage Free with Sarah Beeny,Unspecified,Unknown,United States,"September 15, 2018",2018,TV-MA,1 Season,British TV Shows,Real estate expert and TV presenter Sarah Beeny meets with clever property owners who share their colorful stories about living mortgage free.
7019,Movie,How to Make an American Quilt,Jocelyn Moorhouse,Winona Ryder,United States,"April 1, 2018",1995,PG-13,116 min,Dramas,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her."
7020,Movie,How to Win the US Presidency,Cal Saville,Unknown,United States,"August 1, 2016",2016,TV-PG,51 min,Documentaries,"This whimsical look at rough-and-tumble American politics examines the influence of money, religion and even ancient Rome on presidential campaigns."
7021,Movie,Hridaynath,Amar Gupte,Jackie Shroff,India,"January 1, 2018",2012,TV-14,103 min,Dramas,A schoolteacher known for his good deeds and benevolence takes a walk on the dark side after undergoing a heart transplant.
7022,Movie,Hulk Vs.,Sam Liu,Fred Tatasciore,United States,"June 1, 2020",2009,PG-13,83 min,Action & Adventure,This action-packed animated double feature pits the Hulk against two of the Marvel Universe's most powerful characters: Wolverine and Thor.
7023,Movie,Hum Saath-Saath Hain,Sooraj R. Barjatya,Salman Khan,India,"January 1, 2018",1999,TV-G,176 min,Dramas,"A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan."
7024,Movie,Humko Deewana Kar Gaye,Raj Kanwar,Akshay Kumar,India,"October 22, 2017",2006,TV-PG,149 min,International Movies,Two kindred spirits who are betrothed to others must decide whether to go through with arranged marriages or brush aside convention for true love.
7025,TV Show,Humsafar,Unspecified,Fawad Khan,Pakistan,"December 15, 2016",2011,TV-PG,1 Season,International TV Shows,"To fulfill her mother's dying wish, middle-class Khirad marries elite Ashar. But those who disapprove plot to turn Ashar against his wife."
7026,Movie,Hungerford,Drew Casson,Drew Casson,United Kingdom,"June 23, 2018",2014,TV-MA,79 min,Horror Movies,"While filming his daily life for a media course, Cowen discovers his small English town may be under an ominous and otherworldly influence."
7027,Movie,Hunt to Kill,Keoni Waxman,Steve Austin,Canada,"January 1, 2020",2010,R,97 min,Action & Adventure,U.S. Border Patrol agent and deadly hunter Jim Rhodes takes violent revenge when a group of desperate thieves kidnaps his daughter after a robbery.
7028,Movie,Hunter's Prayer,Jonathan Mostow,Sam Worthington,"United States, Spain, Germany","October 22, 2019",2015,R,91 min,Action & Adventure,A hired gun has second thoughts when he's contracted to kill a teenage girl whose father's shady business dealings put her life in danger.
7029,TV Show,Hunters of the South Seas,Unspecified,Will Millard,United Kingdom,"February 1, 2019",2015,TV-14,1 Season,British TV Shows,"In a far corner of the Pacific Ocean, people who live entirely at sea share insights into their incredible amphibious lifestyle."
7030,TV Show,Huntik: Secrets and Seekers,Unspecified,Yuri Lowenthal,"United States, Italy"," January 1, 2018",2011,TV-Y7,2 Seasons,Kids' TV,"A high school student searching for his missing father joins a secret group known as the Seekers, who ally with aliens to protect the world from evil."
7031,Movie,Hurricane Bianca,Matt Kugelman,Roy Haylock,United States,"January 1, 2017",2016,TV-MA,85 min,Comedies,"Fired for being gay, schoolteacher Richard returns in drag as force-of-nature Bianca, gets hired for the same job and plots sweet, scornful revenge."
7032,Movie,Hurricane Bianca: From Russia With Hate,Matt Kugelman,Roy Haylock,United States,"August 15, 2018",2018,TV-MA,85 min,Comedies,"When Texas teacher Richard is lured to Russia under false pretenses by his enemy Deb, his drag alter ego Bianca soon turns the country upside down."
7033,Movie,Hustle & Flow,Craig Brewer,Terrence Howard,United States,"December 1, 2019",2005,R,117 min,Dramas,A pimp with aspirations of grandeur wants to make it as a rapper but discovers that fame isn't all it's cracked up to be in this indie drama.
7034,TV Show,Hyori's Bed & Breakfast,Unspecified,Hyo-ri Lee,United States,"March 29, 2018",2018,TV-14,2 Seasons,International TV Shows,"K-pop diva Lee Hyo-ri and her husband open up their home on the beautiful Jeju Island to welcome travelers for free stays, meals and late-night chats."
7035,Movie,Hypersomnia,Gabriel Grieco,Yamila Saud,Argentina,"June 8, 2017",2016,TV-MA,84 min,Horror Movies,A young actress rehearsing for a play about human trafficking begins to relive terrifying scenes that may be dreams – or an alternate reality.
7036,Movie,I Am,Onir,Juhi Chawla,"India, Japan","March 4, 2019",2010,TV-MA,106 min,Dramas,"Four individuals in modern India grapple with their identities amid social taboos, trauma and brutal sexual discrimination in this quartet of stories."
7037,Movie,I Am Bolt,Benjamin Turner,Usain Bolt,United Kingdom,"October 1, 2017",2016,PG,107 min,Documentaries,"Mixing archival footage with present-day interviews, Olympic champion and global icon Usain Bolt opens up about his athletic legacy."
7038,Movie,I Am Jane Doe,Mary Mazzio,Jessica Chastain,United States,"May 26, 2017",2017,TV-14,98 min,Documentaries,This intense documentary follows real cases of American girls enslaved in the child sex trade through ads in a newspaper's online classified section.
7039,Movie,I Am Maris,Laura VanZee Taylor,Maris Degener,United States,"April 1, 2019",2018,TV-14,54 min,Documentaries,"Through her own words and art, a young woman details the healing power of yoga in her struggle with anorexia and her journey to self-acceptance."
7040,TV Show,I Am Me!,Unspecified,Germán Bracco,Mexico,"March 3, 2017",2016,TV-14,1 Season,International TV Shows,Aspiring hip-hop star Francisco builds a name for himself as a musical artist while his conscience helps him through family drama and discrimination.
7041,Movie,I Am Not Madame Bovary,Feng Xiaogang,Fan Bingbing,China,"September 2, 2017",2016,TV-14,139 min,Comedies,"To qualify for an apartment reserved for singles, a married couple stages a divorce. But when her husband unexpectedly remarries, Li seeks justice."
7042,Movie,I Am Sun Mu,Adam Sjöberg,Unknown,"China, South Korea, United States","February 1, 2017",2015,NR,88 min,Documentaries,A North Korean propagandist who escaped to Seoul now creates satirical art about Kim Jong Il's regime and copes with repercussions of his defection.
7043,Movie,I Am Vengeance,Ross Boyask,Stu Bennett,United Kingdom,"December 22, 2018",2018,R,93 min,Action & Adventure,"After learning that an ex-military friend and his parents were killed, the highly trained John Gold comes to town seeking answers and revenge."
7044,Movie,I Am Wrath,Chuck Russell,John Travolta,United States,"September 16, 2019",2016,R,91 min,Action & Adventure,"Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians."
7045,Movie,I Don't Know How She Does It,Douglas McGrath,Sarah Jessica Parker,United States,"March 23, 2019",2011,PG-13,89 min,Comedies,"In this affable yuppie comedy, Kate Reddy is a successful executive, wife and mom whose personal and professional lives hang in precarious balance."
7046,Movie,I Dream Of Dance,Maria Demeshkina Peek,Unknown,United States,"January 31, 2019",2017,TV-14,106 min,Children & Family Movies,Experience the joy and sacrifice of one of the nation's premier dance companies as its members and instructors prepare for a prestigious competition.
7047,Movie,I Fine... Thank You... Love You,Mez Tharatorn,Preechaya Pongthananikorn,Thailand,"September 5, 2018",2014,TV-14,116 min,Comedies,"Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan."
7048,Movie,"I, Daniel Blake",Ken Loach,Dave Johns,"United Kingdom, France, Belgium","April 19, 2019",2016,R,100 min,Dramas,"While fighting for his welfare benefits following a job-ending heart attack, a widowed carpenter befriends a single mother in a similar plight."
7049,Movie,I'll See You in My Dreams,Brett Haley,Blythe Danner,United States,"October 22, 2019",2015,PG-13,96 min,Comedies,"After the passing of her dog, a long-widowed senior citizen is in need of companionship. Two very different possibilities present themselves."
